,,,,,,,,,
,b1e7267d-2884-4416-b3d6-6a669fc4e423,,,,,,,,
,_id,Year,Month,YearMonth,Port1,Port2,Route,$Value,$Real
,12967,2025,7,202507,Melbourne,Gold Coast,Melbourne - Gold Coast,224,230.6253521
,12968,2025,7,202507,Melbourne,Mildura,Melbourne - Mildura,338,347.9971831
,12969,2025,7,202507,Melbourne,Perth,Melbourne - Perth,471,484.9309859
,12970,2025,7,202507,Melbourne,Sydney,Melbourne - Sydney,165,169.8802817
,12971,2025,7,202507,Melbourne,Townsville,Melbourne - Townsville,297,305.784507
,12972,2025,7,202507,Melbourne,Newcastle,Melbourne - Newcastle,120,123.5492958
,12973,2025,7,202507,Paraburdoo,Perth,Paraburdoo - Perth,958,986.3352113
,12974,2025,7,202507,Perth,Newman,Perth - Newman,862.01,887.5060704
,12975,2025,7,202507,Perth,Port Hedland,Perth - Port Hedland,889,915.2943662
,12976,2025,7,202507,Perth,Sydney,Perth - Sydney,594,611.5690141
,12977,2025,7,202507,Port Macquarie,Sydney,Port Macquarie - Sydney,298,306.8140845
,12978,2025,7,202507,Sydney,Tamworth,Sydney - Tamworth,442,455.0732394
,12979,2025,7,202507,Sydney,Townsville,Sydney - Townsville,279,287.2521127
,12980,2025,7,202507,Sydney,Wagga Wagga,Sydney - Wagga Wagga,398,409.771831
,12981,2025,8,202508,Adelaide,Alice Springs,Adelaide - Alice Springs,511.99,527.1333662
,12982,2025,8,202508,Adelaide,Brisbane,Adelaide - Brisbane,378,389.1802817
,12983,2025,8,202508,Adelaide,Canberra,Adelaide - Canberra,538.01,553.9229718
,12984,2025,8,202508,Adelaide,Darwin,Adelaide - Darwin,426,438.6
,12985,2025,8,202508,Adelaide,Gold Coast,Adelaide - Gold Coast,392,403.5943662
,12986,2025,8,202508,Adelaide,Melbourne,Adelaide - Melbourne,144,148.2591549
,12987,2025,8,202508,Adelaide,Perth,Adelaide - Perth,422,434.4816901
,12988,2025,8,202508,Adelaide,Port Lincoln,Adelaide - Port Lincoln,358,368.5887324
,12989,2025,8,202508,Adelaide,Sydney,Adelaide - Sydney,230,236.8028169
,12990,2025,8,202508,Albury,Sydney,Albury - Sydney,408,420.0676056
,12991,2025,8,202508,Avalon,Gold Coast,Avalon - Gold Coast,181,186.3535211
,12992,2025,8,202508,Avalon,Sydney,Avalon - Sydney,158,162.6732394
,12993,2025,8,202508,Ayers Rock,Sydney,Ayers Rock - Sydney,752,774.2422535
,12994,2025,8,202508,Ballina,Sydney,Ballina - Sydney,120,123.5492958
,12995,2025,8,202508,Brisbane,Cairns,Brisbane - Cairns,220,226.5070423
,12996,2025,8,202508,Brisbane,Canberra,Brisbane - Canberra,310,319.1690141
,12997,2025,8,202508,Brisbane,Darwin,Brisbane - Darwin,348,358.2929577
,12998,2025,8,202508,Brisbane,Emerald,Brisbane - Emerald,510,525.084507
,12999,2025,8,202508,Brisbane,Gladstone,Brisbane - Gladstone,502,516.8478873
,13000,2025,8,202508,Brisbane,Hamilton Island,Brisbane - Hamilton Island,544,560.0901408
,13001,2025,8,202508,Brisbane,Hobart,Brisbane - Hobart,415,427.2746479
,13002,2025,8,202508,Brisbane,Launceston,Brisbane - Launceston,430,442.7183099
,13003,2025,8,202508,Brisbane,Mackay,Brisbane - Mackay,162,166.7915493
,13004,2025,8,202508,Brisbane,Melbourne,Brisbane - Melbourne,257,264.6014085
,13005,2025,8,202508,Brisbane,Mount Isa,Brisbane - Mount Isa,896.98,923.5103944
,13006,2025,8,202508,Brisbane,Perth,Brisbane - Perth,492,506.5521127
,13007,2025,8,202508,Brisbane,Proserpine,Brisbane - Proserpine,383,394.328169
,13008,2025,8,202508,Brisbane,Rockhampton,Brisbane - Rockhampton,353.01,363.4511408
,13009,2025,8,202508,Brisbane,Sydney,Brisbane - Sydney,222,228.5661972
,13010,2025,8,202508,Brisbane,Townsville,Brisbane - Townsville,226,232.684507
,13011,2025,8,202508,Brisbane,Newcastle,Brisbane - Newcastle,131,134.8746479
,13012,2025,8,202508,Broome,Perth,Broome - Perth,499,513.7591549
,13013,2025,8,202508,Bundaberg,Brisbane,Bundaberg - Brisbane,449,462.2802817
,13014,2025,8,202508,Cairns,Gold Coast,Cairns - Gold Coast,371,381.9732394
,13015,2025,8,202508,Cairns,Melbourne,Cairns - Melbourne,251,258.4239437
,13016,2025,8,202508,Cairns,Sydney,Cairns - Sydney,251,258.4239437
,13017,2025,8,202508,Cairns,Townsville,Cairns - Townsville,328,337.7014085
,13018,2025,8,202508,Canberra,Gold Coast,Canberra - Gold Coast,367.02,377.8755211
,13019,2025,8,202508,Canberra,Melbourne,Canberra - Melbourne,250,257.3943662
,13020,2025,8,202508,Canberra,Sydney,Canberra - Sydney,418,430.3633803
,13021,2025,8,202508,Coffs Harbour,Sydney,Coffs Harbour - Sydney,428,440.6591549
,13022,2025,8,202508,Darwin,Melbourne,Darwin - Melbourne,553,569.356338
,13023,2025,8,202508,Darwin,Perth,Darwin - Perth,648.98,668.1751831
,13024,2025,8,202508,Darwin,Sydney,Darwin - Sydney,454,467.428169
,13025,2025,8,202508,Devonport,Melbourne,Devonport - Melbourne,338,347.9971831
,13026,2025,8,202508,Dubbo,Sydney,Dubbo - Sydney,398,409.771831
,13027,2025,8,202508,Gold Coast,Sydney,Gold Coast - Sydney,122,125.6084507
,13028,2025,8,202508,Hamilton Island,Sydney,Hamilton Island - Sydney,479,493.1676056
,13029,2025,8,202508,Hobart,Melbourne,Hobart - Melbourne,181,186.3535211
,13030,2025,8,202508,Hobart,Sydney,Hobart - Sydney,166,170.9098592
,13031,2025,8,202508,Kalgoorlie,Perth,Kalgoorlie - Perth,608,625.9830986
,13032,2025,8,202508,Karratha,Perth,Karratha - Perth,839.98,864.8244789
,13033,2025,8,202508,Launceston,Melbourne,Launceston - Melbourne,106,109.1352113
,13034,2025,8,202508,Launceston,Sydney,Launceston - Sydney,160,164.7323944
,13035,2025,8,202508,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,386,397.4169014
,13036,2025,8,202508,Sunshine Coast,Sydney,Sunshine Coast - Sydney,124,127.6676056
,13037,2025,8,202508,Melbourne,Gold Coast,Melbourne - Gold Coast,236,242.9802817
,13038,2025,8,202508,Melbourne,Mildura,Melbourne - Mildura,338,347.9971831
,13039,2025,8,202508,Melbourne,Perth,Melbourne - Perth,470,483.9014085
,13040,2025,8,202508,Melbourne,Sydney,Melbourne - Sydney,182,187.3830986
,13041,2025,8,202508,Melbourne,Townsville,Melbourne - Townsville,300,308.8732394
,13042,2025,8,202508,Melbourne,Newcastle,Melbourne - Newcastle,120,123.5492958
,13043,2025,8,202508,Paraburdoo,Perth,Paraburdoo - Perth,958,986.3352113
,13044,2025,8,202508,Perth,Newman,Perth - Newman,898,924.5605634
,13045,2025,8,202508,Perth,Port Hedland,Perth - Port Hedland,903.99,930.7277324
,13046,2025,8,202508,Perth,Sydney,Perth - Sydney,636,654.8112676
,13047,2025,8,202508,Port Macquarie,Sydney,Port Macquarie - Sydney,328,337.7014085
,13048,2025,8,202508,Sydney,Tamworth,Sydney - Tamworth,474,488.0197183
,13049,2025,8,202508,Sydney,Townsville,Sydney - Townsville,330,339.7605634
,13050,2025,8,202508,Sydney,Wagga Wagga,Sydney - Wagga Wagga,398,409.771831
,13051,2025,9,202509,Adelaide,Alice Springs,Adelaide - Alice Springs,690.99,711.4277324
,13052,2025,9,202509,Adelaide,Brisbane,Adelaide - Brisbane,522,537.4394366
,13053,2025,9,202509,Adelaide,Canberra,Adelaide - Canberra,538.03,553.9435634
,13054,2025,9,202509,Adelaide,Darwin,Adelaide - Darwin,730,751.5915493
,13055,2025,9,202509,Adelaide,Gold Coast,Adelaide - Gold Coast,532,547.7352113
,13056,2025,9,202509,Adelaide,Melbourne,Adelaide - Melbourne,335,344.9084507
,13057,2025,9,202509,Adelaide,Perth,Adelaide - Perth,611,629.071831
,13058,2025,9,202509,Adelaide,Port Lincoln,Adelaide - Port Lincoln,358,368.5887324
,13059,2025,9,202509,Adelaide,Sydney,Adelaide - Sydney,324,333.5830986
,13060,2025,9,202509,Albury,Sydney,Albury - Sydney,378,389.1802817
,13061,2025,9,202509,Avalon,Gold Coast,Avalon - Gold Coast,495,509.6408451
,13062,2025,9,202509,Avalon,Sydney,Avalon - Sydney,170,175.028169
,13063,2025,9,202509,Ayers Rock,Sydney,Ayers Rock - Sydney,790,813.3661972
,13064,2025,9,202509,Ballina,Sydney,Ballina - Sydney,91,93.6915493
,13065,2025,9,202509,Brisbane,Cairns,Brisbane - Cairns,316,325.3464789
,13066,2025,9,202509,Brisbane,Canberra,Brisbane - Canberra,256,263.571831
,13067,2025,9,202509,Brisbane,Darwin,Brisbane - Darwin,422,434.4816901
,13068,2025,9,202509,Brisbane,Emerald,Brisbane - Emerald,536,551.8535211
,13069,2025,9,202509,Brisbane,Gladstone,Brisbane - Gladstone,502,516.8478873
,13070,2025,9,202509,Brisbane,Hamilton Island,Brisbane - Hamilton Island,840,864.8450704
,13071,2025,9,202509,Brisbane,Hobart,Brisbane - Hobart,544,560.0901408
,13072,2025,9,202509,Brisbane,Launceston,Brisbane - Launceston,406,418.0084507
,13073,2025,9,202509,Brisbane,Mackay,Brisbane - Mackay,248,255.3352113
,13074,2025,9,202509,Brisbane,Melbourne,Brisbane - Melbourne,330,339.7605634
,13075,2025,9,202509,Brisbane,Mount Isa,Brisbane - Mount Isa,814.99,839.095338
,13076,2025,9,202509,Brisbane,Perth,Brisbane - Perth,590,607.4507042
,13077,2025,9,202509,Brisbane,Proserpine,Brisbane - Proserpine,738,759.828169
,13078,2025,9,202509,Brisbane,Rockhampton,Brisbane - Rockhampton,441,454.043662
,13079,2025,9,202509,Brisbane,Sydney,Brisbane - Sydney,156,160.6140845
,13080,2025,9,202509,Brisbane,Townsville,Brisbane - Townsville,392,403.5943662
,13081,2025,9,202509,Brisbane,Newcastle,Brisbane - Newcastle,167,171.9394366
,13082,2025,9,202509,Broome,Perth,Broome - Perth,622.01,640.4074789
,13083,2025,9,202509,Bundaberg,Brisbane,Bundaberg - Brisbane,394,405.6535211
,13084,2025,9,202509,Cairns,Gold Coast,Cairns - Gold Coast,258,265.6309859
,13085,2025,9,202509,Cairns,Melbourne,Cairns - Melbourne,385,396.3873239
,13086,2025,9,202509,Cairns,Sydney,Cairns - Sydney,235,241.9507042
,13087,2025,9,202509,Cairns,Townsville,Cairns - Townsville,348,358.2929577
,13088,2025,9,202509,Canberra,Gold Coast,Canberra - Gold Coast,512,527.143662
,13089,2025,9,202509,Canberra,Melbourne,Canberra - Melbourne,324,333.5830986
,13090,2025,9,202509,Canberra,Sydney,Canberra - Sydney,450,463.3098592
,13091,2025,9,202509,Coffs Harbour,Sydney,Coffs Harbour - Sydney,468,481.8422535
,13092,2025,9,202509,Darwin,Melbourne,Darwin - Melbourne,582,599.2140845
,13093,2025,9,202509,Darwin,Perth,Darwin - Perth,900,926.6197183
,13094,2025,9,202509,Darwin,Sydney,Darwin - Sydney,554,570.3859155
,13095,2025,9,202509,Devonport,Melbourne,Devonport - Melbourne,378,389.1802817
,13096,2025,9,202509,Dubbo,Sydney,Dubbo - Sydney,398,409.771831
,13097,2025,9,202509,Gold Coast,Sydney,Gold Coast - Sydney,122,125.6084507
,13098,2025,9,202509,Hamilton Island,Sydney,Hamilton Island - Sydney,310,319.1690141
,13099,2025,9,202509,Hobart,Melbourne,Hobart - Melbourne,182,187.3830986
,13100,2025,9,202509,Hobart,Sydney,Hobart - Sydney,192,197.6788732
,13101,2025,9,202509,Kalgoorlie,Perth,Kalgoorlie - Perth,608,625.9830986
,13102,2025,9,202509,Karratha,Perth,Karratha - Perth,856.98,882.3272958
,13103,2025,9,202509,Launceston,Melbourne,Launceston - Melbourne,242,249.1577465
,13104,2025,9,202509,Launceston,Sydney,Launceston - Sydney,132,135.9042254
,13105,2025,9,202509,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,418,430.3633803
,13106,2025,9,202509,Sunshine Coast,Sydney,Sunshine Coast - Sydney,124,127.6676056
,13107,2025,9,202509,Melbourne,Gold Coast,Melbourne - Gold Coast,346,356.2338028
,13108,2025,9,202509,Melbourne,Mildura,Melbourne - Mildura,338,347.9971831
,13109,2025,9,202509,Melbourne,Perth,Melbourne - Perth,601,618.7760563
,13110,2025,9,202509,Melbourne,Sydney,Melbourne - Sydney,190,195.6197183
,13111,2025,9,202509,Melbourne,Townsville,Melbourne - Townsville,638,656.8704225
,13112,2025,9,202509,Melbourne,Newcastle,Melbourne - Newcastle,208,214.1521127
,13113,2025,9,202509,Paraburdoo,Perth,Paraburdoo - Perth,958,986.3352113
,13114,2025,9,202509,Perth,Newman,Perth - Newman,908,934.856338
,13115,2025,9,202509,Perth,Port Hedland,Perth - Port Hedland,886.99,913.2249155
,13116,2025,9,202509,Perth,Sydney,Perth - Sydney,1235.01,1271.538465
,13117,2025,9,202509,Port Macquarie,Sydney,Port Macquarie - Sydney,348,358.2929577
,13118,2025,9,202509,Sydney,Tamworth,Sydney - Tamworth,442,455.0732394
,13119,2025,9,202509,Sydney,Townsville,Sydney - Townsville,721,742.3253521
,13120,2025,9,202509,Sydney,Wagga Wagga,Sydney - Wagga Wagga,398,409.771831
,13121,2025,10,202510,Adelaide,Alice Springs,Adelaide - Alice Springs,619.99,636.9819958
,13122,2025,10,202510,Adelaide,Brisbane,Adelaide - Brisbane,431,442.8123682
,13123,2025,10,202510,Adelaide,Canberra,Adelaide - Canberra,700,719.1848208
,13124,2025,10,202510,Adelaide,Darwin,Adelaide - Darwin,318,326.71539
,13125,2025,10,202510,Adelaide,Gold Coast,Adelaide - Gold Coast,298,306.1672523
,13126,2025,10,202510,Adelaide,Melbourne,Adelaide - Melbourne,291,298.9754041
,13127,2025,10,202510,Adelaide,Perth,Adelaide - Perth,356,365.7568517
,13128,2025,10,202510,Adelaide,Port Lincoln,Adelaide - Port Lincoln,358,367.8116655
,13129,2025,10,202510,Adelaide,Sydney,Adelaide - Sydney,236,242.4680253
,13130,2025,10,202510,Albury,Sydney,Albury - Sydney,378,388.3598032
,13131,2025,10,202510,Avalon,Gold Coast,Avalon - Gold Coast,370,380.1405481
,13132,2025,10,202510,Avalon,Sydney,Avalon - Sydney,149,153.0836261
,13133,2025,10,202510,Ayers Rock,Sydney,Ayers Rock - Sydney,653,670.8966971
,13134,2025,10,202510,Ballina,Sydney,Ballina - Sydney,167,171.5769501
,13135,2025,10,202510,Brisbane,Cairns,Brisbane - Cairns,202,207.5361911
,13136,2025,10,202510,Brisbane,Canberra,Brisbane - Canberra,452,464.3879129
,13137,2025,10,202510,Brisbane,Darwin,Brisbane - Darwin,446,458.2234715
,13138,2025,10,202510,Brisbane,Emerald,Brisbane - Emerald,514,528.0871398
,13139,2025,10,202510,Brisbane,Gladstone,Brisbane - Gladstone,454,466.4427266
,13140,2025,10,202510,Brisbane,Hamilton Island,Brisbane - Hamilton Island,632,649.3211525
,13141,2025,10,202510,Brisbane,Hobart,Brisbane - Hobart,406,417.1271961
,13142,2025,10,202510,Brisbane,Launceston,Brisbane - Launceston,462,474.6619817
,13143,2025,10,202510,Brisbane,Mackay,Brisbane - Mackay,162,166.4399157
,13144,2025,10,202510,Brisbane,Melbourne,Brisbane - Melbourne,278,285.6191145
,13145,2025,10,202510,Brisbane,Mount Isa,Brisbane - Mount Isa,905.01,929.8135067
,13146,2025,10,202510,Brisbane,Perth,Brisbane - Perth,674,692.4722417
,13147,2025,10,202510,Brisbane,Proserpine,Brisbane - Proserpine,482,495.2101195
,13148,2025,10,202510,Brisbane,Rockhampton,Brisbane - Rockhampton,410,421.2368236
,13149,2025,10,202510,Brisbane,Sydney,Brisbane - Sydney,172,176.7139845
,13150,2025,10,202510,Brisbane,Townsville,Brisbane - Townsville,303,311.3042867
,13151,2025,10,202510,Brisbane,Newcastle,Brisbane - Newcastle,134,137.6725228
,13152,2025,10,202510,Broome,Perth,Broome - Perth,523,537.3338018
,13153,2025,10,202510,Bundaberg,Brisbane,Bundaberg - Brisbane,394,404.7983134
,13154,2025,10,202510,Cairns,Gold Coast,Cairns - Gold Coast,290,297.9479972
,13155,2025,10,202510,Cairns,Melbourne,Cairns - Melbourne,312.99,321.5680815
,13156,2025,10,202510,Cairns,Sydney,Cairns - Sydney,293,301.0302178
,13157,2025,10,202510,Cairns,Townsville,Cairns - Townsville,378,388.3598032
,13158,2025,10,202510,Canberra,Gold Coast,Canberra - Gold Coast,290,297.9479972
,13159,2025,10,202510,Canberra,Melbourne,Canberra - Melbourne,388,398.6338721
,13160,2025,10,202510,Canberra,Sydney,Canberra - Sydney,473,485.9634575
,13161,2025,10,202510,Coffs Harbour,Sydney,Coffs Harbour - Sydney,414,425.3464512
,13162,2025,10,202510,Darwin,Melbourne,Darwin - Melbourne,812.01,834.2646662
,13163,2025,10,202510,Darwin,Perth,Darwin - Perth,675.02,693.5201968
,13164,2025,10,202510,Darwin,Sydney,Darwin - Sydney,469,481.8538299
,13165,2025,10,202510,Devonport,Melbourne,Devonport - Melbourne,398,408.907941
,13166,2025,10,202510,Dubbo,Sydney,Dubbo - Sydney,408,419.1820098
,13167,2025,10,202510,Gold Coast,Sydney,Gold Coast - Sydney,122,125.3436402
,13168,2025,10,202510,Hamilton Island,Sydney,Hamilton Island - Sydney,546.01,560.9744343
,13169,2025,10,202510,Hobart,Melbourne,Hobart - Melbourne,321.01,329.8078848
,13170,2025,10,202510,Hobart,Sydney,Hobart - Sydney,183,188.0154603
,13171,2025,10,202510,Kalgoorlie,Perth,Kalgoorlie - Perth,608.02,624.6839353
,13172,2025,10,202510,Karratha,Perth,Karratha - Perth,1101,1131.174982
,13173,2025,10,202510,Launceston,Melbourne,Launceston - Melbourne,355,364.7294448
,13174,2025,10,202510,Launceston,Sydney,Launceston - Sydney,236,242.4680253
,13175,2025,10,202510,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,350,359.5924104
,13176,2025,10,202510,Sunshine Coast,Sydney,Sunshine Coast - Sydney,245,251.7146873
,13177,2025,10,202510,Melbourne,Gold Coast,Melbourne - Gold Coast,303,311.3042867
,13178,2025,10,202510,Melbourne,Mildura,Melbourne - Mildura,338,347.2635278
,13179,2025,10,202510,Melbourne,Perth,Melbourne - Perth,548,563.018974
,13180,2025,10,202510,Melbourne,Sydney,Melbourne - Sydney,190,195.2073085
,13181,2025,10,202510,Melbourne,Townsville,Melbourne - Townsville,481,494.1827126
,13182,2025,10,202510,Melbourne,Newcastle,Melbourne - Newcastle,186,191.097681
,13183,2025,10,202510,Paraburdoo,Perth,Paraburdoo - Perth,980,1006.858749
,13184,2025,10,202510,Perth,Newman,Perth - Newman,898,922.6113844
,13185,2025,10,202510,Perth,Port Hedland,Perth - Port Hedland,887.01,911.3201827
,13186,2025,10,202510,Perth,Sydney,Perth - Sydney,744,764.3907238
,13187,2025,10,202510,Port Macquarie,Sydney,Port Macquarie - Sydney,298,306.1672523
,13188,2025,10,202510,Sydney,Tamworth,Sydney - Tamworth,410,421.2368236
,13189,2025,10,202510,Sydney,Townsville,Sydney - Townsville,330,339.0442727
,13190,2025,10,202510,Sydney,Wagga Wagga,Sydney - Wagga Wagga,398,408.907941
,13191,2025,11,202511,Adelaide,Alice Springs,Adelaide - Alice Springs,511.99,526.022052
,13192,2025,11,202511,Adelaide,Brisbane,Adelaide - Brisbane,433,444.867182
,13193,2025,11,202511,Adelaide,Canberra,Adelaide - Canberra,646,663.7048489
,13194,2025,11,202511,Adelaide,Darwin,Adelaide - Darwin,601,617.471539
,13195,2025,11,202511,Adelaide,Gold Coast,Adelaide - Gold Coast,384,394.5242446
,13196,2025,11,202511,Adelaide,Melbourne,Adelaide - Melbourne,193,198.2895292
,13197,2025,11,202511,Adelaide,Perth,Adelaide - Perth,390,400.6886859
,13198,2025,11,202511,Adelaide,Port Lincoln,Adelaide - Port Lincoln,358,367.8116655
,13199,2025,11,202511,Adelaide,Sydney,Adelaide - Sydney,264,271.2354181
,13200,2025,11,202511,Albury,Sydney,Albury - Sydney,378,388.3598032
,13201,2025,11,202511,Avalon,Gold Coast,Avalon - Gold Coast,198,203.4265636
,13202,2025,11,202511,Avalon,Sydney,Avalon - Sydney,156,160.2754743
,13203,2025,11,202511,Ayers Rock,Sydney,Ayers Rock - Sydney,587,603.0878426
,13204,2025,11,202511,Ballina,Sydney,Ballina - Sydney,156,160.2754743
,13205,2025,11,202511,Brisbane,Cairns,Brisbane - Cairns,212,217.81026
,13206,2025,11,202511,Brisbane,Canberra,Brisbane - Canberra,294,302.0576247
,13207,2025,11,202511,Brisbane,Darwin,Brisbane - Darwin,668,686.3078004
,13208,2025,11,202511,Brisbane,Emerald,Brisbane - Emerald,514,528.0871398
,13209,2025,11,202511,Brisbane,Gladstone,Brisbane - Gladstone,490,503.4293746
,13210,2025,11,202511,Brisbane,Hamilton Island,Brisbane - Hamilton Island,559,574.3204498
,13211,2025,11,202511,Brisbane,Hobart,Brisbane - Hobart,366,376.0309206
,13212,2025,11,202511,Brisbane,Launceston,Brisbane - Launceston,480,493.1553057
,13213,2025,11,202511,Brisbane,Mackay,Brisbane - Mackay,205,210.6184118
,13214,2025,11,202511,Brisbane,Melbourne,Brisbane - Melbourne,240,246.5776528
,13215,2025,11,202511,Brisbane,Mount Isa,Brisbane - Mount Isa,855.02,878.4534364
,13216,2025,11,202511,Brisbane,Perth,Brisbane - Perth,638,655.4855938
,13217,2025,11,202511,Brisbane,Proserpine,Brisbane - Proserpine,408,419.1820098
,13218,2025,11,202511,Brisbane,Rockhampton,Brisbane - Rockhampton,436,447.9494027
,13219,2025,11,202511,Brisbane,Sydney,Brisbane - Sydney,181,185.9606465
,13220,2025,11,202511,Brisbane,Townsville,Brisbane - Townsville,361,370.8938862
,13221,2025,11,202511,Brisbane,Newcastle,Brisbane - Newcastle,134,137.6725228
,13222,2025,11,202511,Broome,Perth,Broome - Perth,512,526.0323261
,13223,2025,11,202511,Bundaberg,Brisbane,Bundaberg - Brisbane,394,404.7983134
,13224,2025,11,202511,Cairns,Gold Coast,Cairns - Gold Coast,235,241.4406184
,13225,2025,11,202511,Cairns,Melbourne,Cairns - Melbourne,257.99,265.0607027
,13226,2025,11,202511,Cairns,Sydney,Cairns - Sydney,353,362.6746311
,13227,2025,11,202511,Cairns,Townsville,Cairns - Townsville,358,367.8116655
,13228,2025,11,202511,Canberra,Gold Coast,Canberra - Gold Coast,244,250.6872804
,13229,2025,11,202511,Canberra,Melbourne,Canberra - Melbourne,260,267.1257906
,13230,2025,11,202511,Canberra,Sydney,Canberra - Sydney,459.99,472.5968939
,13231,2025,11,202511,Coffs Harbour,Sydney,Coffs Harbour - Sydney,424,435.62052
,13232,2025,11,202511,Darwin,Melbourne,Darwin - Melbourne,615,631.8552354
,13233,2025,11,202511,Darwin,Perth,Darwin - Perth,635.01,652.4136472
,13234,2025,11,202511,Darwin,Sydney,Darwin - Sydney,414,425.3464512
,13235,2025,11,202511,Devonport,Melbourne,Devonport - Melbourne,358,367.8116655
,13236,2025,11,202511,Dubbo,Sydney,Dubbo - Sydney,408,419.1820098
,13237,2025,11,202511,Gold Coast,Sydney,Gold Coast - Sydney,122,125.3436402
,13238,2025,11,202511,Hamilton Island,Sydney,Hamilton Island - Sydney,457.99,470.5420801
,13239,2025,11,202511,Hobart,Melbourne,Hobart - Melbourne,198,203.4265636
,13240,2025,11,202511,Hobart,Sydney,Hobart - Sydney,234,240.4132115
,13241,2025,11,202511,Kalgoorlie,Perth,Kalgoorlie - Perth,608.02,624.6839353
